Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:,Program Duration:,Other (please specify),Program Start Month,Program Start Year:,"If we use quotes from you, may we use your name in addition to your program?",I would describe myself as:Resourceful,I would describe myself as:Patient,I would describe myself as:Culturally Competent,I would describe myself as:Adaptable,I would describe myself as:Emotionally Intelligent,I would describe myself as:Resilient,"What have your biggest accomplishments been, both professionally and personally? ",What has been your greatest frustration or disappointment? What could have made it less so?,What things do you wish you had brought?,What things do you wish you had NOT brought?,What do you wish you had known about this country (e.g. living and working here) that you did not know before coming?,How has your experience thus far compared to your initial expectations?,Please comment on how your experience has compared to your initial expectations.,I feel safe in my home.,I feel safe in my community.,"I feel integrated into my community, increasing my sense of safety.",I feel welcome as a foreigner in my community.,"I have friends, host family members, colleagues, or community members who would help protect me in an emergency situation.",The coverage of health and safety issues at Orientation was sufficient.,"I have an understanding of what to do in various emergency situations, as laid out in the Emergency Action Plan.",I always inform the Field Director of my travel plans when I go off-site.,I generally feel safe in my country.,Please comment on any of the above.,I have a copy of the Emergency Action Plan:,I know who to call (and who will call me) in an emergency:,"Please comment in regards to safety in country (e.g. what could be improved, suggestions, etc.):",I received quality medical care.,The medical facilities were sanitary.,I could communicate with the medical staff adequately.,I received quality service & support from the WorldTeach insurance.,Please comment on any of the above.,My students are interested in learning in my class,I feel appreciated for my teaching,My local language skills are adequate for my teaching placement,My teaching skills are adequate for my teaching placement,"Please comment on any of the above,.",My school supplied me with a Teacher Guide or Textbook,The Internet,Professional Learning Communities (PLCs),Teacher Quality Coordinator,Volunteer Resource Manual,WorldTeachNet,Professional Learning Communities (PLCs) are useful to me,The Five Step Lesson Plan Template is useful to me,The Data Analysis Tool is useful to me,The Professional Development Modules (Scholarly Articles) are useful to me,WorldTeachNet is useful to me,The Teacher Quality Coordinator is useful to me,The Director of Education Office Hours are useful to me,I am satisfied in the Educational Support I have access to from WorldTeach,In what ways could the WorldTeach Office of Education provide you with stronger teacher support?,My experience living with my host family is positive.,I feel like a member of my family.,I participate in family activities.,I enjoy the food served by my family.,I would recommend my family for another volunteer.,Please comment on any of the above.,Are there any problems with your host family/living situation and/or unusual circumstances we should know about?,How necessary is competence in the local language for living at your site?,The staff member:Is accessible and eager to help.,The staff member:Responds promptly to requests for help.,The staff member:Anticipates needs of volunteers.,"The staff member:Follows through on administrative, site, or housing issues.",The staff member:Keeps volunteers informed of changes and relevant information.,Has the Field Director conducted a site visit with you yet?,The site visit was useful to me.,The Field Director made me feel comfortable and supported.,The Field Director gave me useful and professional suggestions.
5480789573,98597567,1/21/2018 21:28,1/21/2018 21:32,117.103.95.230,Marshall Islands,Yearlong,,July,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480763647,98665898,1/21/2018 18:48,1/21/2018 19:38,45.56.155.197,China,Yearlong,,August,2017,Name and Program,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Professionally, a big milestone was just finding my place, and feeling competent, in this education system. It was a very challenging adjustment from my stateside education training and expectations. I can say that although I am not doing what I had originally expected as far as teaching or volunteering goes, I have found a routine that is satisfying and I feel like I am a valued resource at my school.  Personally, I am proud that I have been brave and strong enough to get this far and am confident that I will complete my contract here. There were a few times where going home was very much a potential option. But I have persevered, made a home here, made many,many wonderful friends and can say that most days (not all) I am glad to be here.","Honestly, the lack of communication from my school and the combination of the language/sometimes cultural differences has been one of the most frustrating things to work with. Mostly, this has been on the professional side of things...work is just different here, expectations are just different, worker/administration relationships are just different and it took a bit of getting used to. I am not sure there would have been anything that could have made it less so, it is just something you have to experience, work through and find your own way and make adjustments as you learn a new system and where you fit into it.","some things to make my apartment feel more homey! Posters, pictures.",I am glad for everything I brought except for the year's worth of toothpaste and toothbrushes...China has these- A LOT of them!,"I am not so sure that there is anything specific I wish I had known coming. I do wish I had more knowledge about the history of China (but that is a personal thing). You can't really tell people how things are going to be different when they have ZERO background to relate it to. It is just a fact that you must live it to understand it here, both working and living. I am not even sure how to articulate how different it is because it's just not like anything I have experienced before! ",My experience falls short of my initial expectations,"Prior to my coming here, I had a strong focus on the work/volunteer aspect of this program. I had expected to come into a school and use my teaching background to actually teach and support language acquisition for second language learners. I thought that was a common goal/expectation for me, the program and my school. However, I don't feel that I am really here for any academic reasons what so ever. I am a great piece of propaganda for my school to say they have a foreign teacher, but I feel like it is NOT a high priority for these kids to speak English or learn about American culture. Having said that, I have come to terms with knowing that I am providing a link for many students to get to know a foreigner, to learn about my language (if they are interested), and to maybe have an opportunity to interact with a new culture in a very informal, but important way. I also expected a fellowship to have more of an educational research based component based on our experiences in the classrooms here but that has not been the case.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,"I have felt very safe in China,and while traveling in China. ",N/A,N/A,N/A,N/A,,Neutral,Agree,Disagree,Agree,My language skills at the beginning of my teaching were not adequate to get my directions/intentions known. I would have liked more information on communicating with Chinese students.,Agree,Agree,Agree,N/A,N/A,Agree,Agree,Neutral,Disagree,Neutral,Neutral,N/A,N/A,Agree,"I was given a text by my school liaison that was invaluable to me-I wished WT had used it during our orientation! It is ""Teaching English In China""  by Robert Wyss, Jr. I was NOT prepared for the limited oral English that my students had at my school",Neutral,Neutral,Neutral,Neutral,Neutral,Not with a host family,,NA,Agree,Agree,Neutral,Neutral,Agree,Yes,Agree,Agree,Neutral
5480596559,98597567,1/21/2018 3:27,1/24/2018 16:59,103.202.148.155,Marshall Islands,Yearlong,,July,2017,Name and Program,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,"Professionally: When students ""get"" a lesson the first time and are proficient in the topic following that lesson.  Personally: Learning how to sail. ",I get frustrated with the lack of passion revolved around education in the RMI. I think simply having discussions about this more during orientation would have helped. ,Snacks,Less shoes,That men cat call woman constantly. ,My experience meets my initial expectations,N/A,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Neutral,Neutral,Disagree,Seven Corners request more information about other insurance when a claim is submitted. ,Neutral,Disagree,Agree,Agree,I do not feel appreciated for my teaching by the students.,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,N/A,N/A,Agree,Agree,More awareness prior to coming and training/discussion during orientation.,Agree,Agree,Agree,Neutral,Agree,"Family is wonderful! The food is not ""enjoyable,"" but definitely livable!",,Don't need to know Marshallese at all. ,Neutral,Agree,Agree,Agree,Agree,Yes,Neutral,Agree,Agree
5480574861,98597567,1/21/2018 0:30,1/21/2018 1:03,117.103.92.161,Marshall Islands,Yearlong,,July,2017,Program only,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,"My biggest accomplishments have been realizing for myself how much I enjoy teaching and also in particular my desire to continue teaching. This was not an initial expectation of mine, although I did have a general goal of using this experience to help me to better understand what I would like to do in the future. I feel I have accomplished this goal and am setting up things to continue my teaching career beyond WorldTeach. ","My biggest frustrations have revolved around things beyond my own initial control, in particular having unstable access to clean and potable drinking water, which have been a recurring frustration for all of us living at the dorm in Majuro. The situation has been recurring and prolonged due to inadequate and non-punctual maintenance crews. This is beyond the WorldTeach's control as it is PSS's issue. WorldTeach staff have been supportive all along the way. I have no initial disappointments apart from not having the financial means to truly enjoy everything the island has to offer.  ",Coffee Maker,N/A,I was fortunately well-informed coming in to the Marshall Islands haven spoken to people who have been a part of WorldTeach here in the past. There in particular I wish I would have known before I got here. ,My experience exceeds my initial expectations,"My experience teaching here in the RMI has greatly exceeded my expectations. I have always been interested and curious about teaching, but it wasn't until I took that big step into the classroom that I found this to be a great passion of mine and one I want to pursue for years to come! ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,"As I have previously stated, the condition of the dormitory in Majuro is in need of some repairs, in particular the water supply here. Measures have been taken to get things fixed, but having recurring noisome water that was tested and found to be contaminated became a big frustration. WorldTeach staff have been helping to the best of their abilities and I am happy with their response to the situation and hope that the issues get taken care of before next years WorldTeach volunteers come to Majuro. I came here expecting to live in what many in the United States would not consider to be the best of living conditions, so this issue is not really surprising to me, but I hope PSS fixes that issues soon and improves the dorm.  ",N/A,N/A,N/A,N/A,,Neutral,Agree,Agree,Agree,"In terms of students' interests in my class, there is a huge divide between those who are interested and those who are not. It is generally skewed towards students being interested in learning.",Neutral,Neutral,Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,N/A,Agree,N/A,Agree,I think having more training for High School class scenarios during orientation would have been more helpful. During orientation the educational discusses and activities were based on lower grade levels and elementary school placements as opposed to High School placements. ,Agree,Agree,Agree,Agree,Agree,"I do not live with a host family, but my room mates are great!","As I have previously stated, the water situation at the dorm is not up to par. ","In Majuro it is certainly useful to know basic Marshallese phrases, but generally everyone speaks English quite well. ",Strongly Agree,Agree,Neutral,Agree,Agree,Yes,Agree,Strongly Agree,Strongly Agree
5480528348,98665908,1/20/2018 17:20,1/20/2018 17:29,206.80.30.200,American Samoa,Yearlong,,August,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480404132,98665898,1/20/2018 6:28,1/21/2018 7:33,45.56.155.122,China,Yearlong,,August,2017,Name and Program,Agree,Agree,Agree,Agree,Agree,Strongly Agree,"Personally, I was really excited when I finally joined the gym. It just helps China to feel more like home and normal, like I had done something that I would've done at home and that is super healthy no matter where you are! Professionally, my biggest accomplishment, or my biggest joy, is that my time in China has reaffirmed my love for teaching. Now I know that is definitely a path I can pursue and enjoy!","My greatest frustration so far has been getting really homesick when I was sick. I was sick over the holidays which just made it worse. I'm not sure if there is much that could have improved it as when you get sick then you're just sick. Although the timing definitely sucked and it would've been nice if that hadn't happened over the holidays. As for the homesickness, again I'm not sure what could've been helpful as I couldn't exactly go out and be in the world when I was sick, but that would've helped to be around others and to get yourself out of the house is always important.",More cold medicine.,"So many clothes, I always bring too many clothes.",I'd wish I'd known that China is deceptively cheap. When you convert everything you are amazed by how cheap everything is but when you're stipend is paid in RMB the money goes fast. ,My experience meets my initial expectations,"I'm not sure that I had any initial expectations when coming to China so it is hard to say where I fall on this topic. I would say though that China has been a challenger but not in ways that I expected it to be. I never thought China would be so emotionally challenging for me, from dealing with people I do not always get a long with, to feeling homesickness like I have never felt before (I was never homesick as a kid). I thought China would be more challenging in practical ways like housing, toilets, the language, etc. but those I feel I have been able to take all in my stride. China has also been wonderful in the ways I expected to be. It has been an adventure and it truly is a wonderful country. My eyes have been opened to a new amazing part of the world just as I had hoped they would be. ",Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,*I only say disagree for the two I did because I was one of the unfortunate ones who missed orientation.,No,Yes,I feel incredibly safe in China. The only time I feel unsafe is when crossing the street!,Agree,Agree,Disagree,Neutral,I can't speak Chinese but my liason took me so he communicated for me. I am still in the process of filing my insurance claim but found the insurance company helpful when I had questions on how to file the claim.,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,No problems but things break a lot. My school is very good about fixing them in a timely manner though.,Not very necessary. There's always people to help.,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Agree,Agree,Agree
5480296477,98665908,1/19/2018 15:42,2/1/2018 13:28,206.80.31.55,American Samoa,Yearlong,,August,2017,Program only,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"My biggest accomplishment professionally has been my completion of the first semester of teaching without any prior teaching experience or teaching education. My biggest accomplishment personally has been adjusting to a very different culture and being away from all of my family and friends for 6 months. Also, coaching sports basketball and helping the football team has been very rewarding personally. ","My greatest frustration is the disrespect I get from a lot of people because I am not Samoan. People often talk about me and non- Samoans right in front of us and make jokes. Speaking Samoan fluently could have made it less frustrating but learning the language would take of all of my free time, which is not worth it to me.   My greatest disappointment is that the beaches here are not good, and there are only a few actual beaches. There is maybe one or two surfing spots on island and they are difficult t access. There are also very few swimming spots in general. I thought I would be able to swim multiple times a week. ","more dri-fit shirts, more tank tops, ","excess of toiletries, pants, any clothes that hold sentimental value, cotton shirts, hiking boots",I wish I had known more about the geography of the island. I wish I had known that there are rarely only opportunities to travel (only Thanksgiving and Christmas breaks). ,My experience falls short of my initial expectations,"I expected to get more immersed into the culture, but that is not the case at all. I feel very much like the outsider that I am and am reminded of that everyday. ",Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,I feel very safe here and have no complaints about safety issues. ,N/A,N/A,N/A,N/A,,Disagree,Neutral,Disagree,Agree,,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,,,,,,,,"My landlord at the Malaeimi house is often off island, but it has not been a problem. She is a great landlord and lets us know when she is leaving and returning. ","It is not necessary to speak Samoan because mostly everyone can speak English. However, if you do not speak Samoan you definitely do not feel like you are part of the culture and the people treat you that way. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5480292324,98665898,1/19/2018 16:53,1/19/2018 17:10,138.68.141.69,China,Yearlong,,August,2017,Name and Program,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,My biggest accomplishment would have to be being able to really immerse myself not only in my school but my city as well.,My biggest frustration so far was getting students to really stay engaged throughout the whole year. The best way to deal with this is to really get creative when it comes to my lessons. ,More American products that I use on a daily bases ,Less clothes ,It gets extremely hot in the summer. ,My experience meets my initial expectations,I knew that I would have a lot of alone time to really think and reflect on myself as a person and I have been able to do that so far. ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Neutral,Agree,Agree,,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,Not very necessary,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Yes,Agree,Strongly Agree,Agree
5480281117,98665908,1/19/2018 16:03,1/19/2018 16:07,206.80.31.55,American Samoa,Yearlong,,August,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480281047,98665898,1/19/2018 16:06,1/19/2018 17:01,119.39.248.95,China,Yearlong,,August,2017,Program only,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Learning more about myself in challenging living situations. ,Follow through with some of project aspects of the China Fellowship. ,More pictures from home ,An extra suitcase ,Different perception of time and schedules,My experience meets my initial expectations,"My experience thus far has met my expectations. In regards to teaching and school placement, WT prepared me very well and offered support when necessary. ",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,N/A,Agree,N/A,N/A,N/A,Agree,,,,,,,,,"As my site is very rural and very few people understand English, local language proficiency is very beneficial at my site. ",Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Agree,Agree,Agree
5480249759,98665908,1/19/2018 14:15,1/19/2018 14:52,206.80.31.55,American Samoa,Yearlong,,August,2017,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,"Coming in to this program I had no idea what to expect professionally. I had never taught a class and I am not even an education major. Teaching at A.P Lutali has given me such a rose colored experience of what it must be like to be a teacher. The administration is helpful as long as you practice Fa’a Samoa and respect your elders no matter what. The students can be challenging at times but they are so loving and helpful too when you show them love and respect as well.   I expected to grow a lot personally, in a physical, mental, and emotional way. I wanted this experience to help me become a more confident and independent person, and it has, but not in the way I'd thought. Being in American Samoa has taught me a new sense of responsibility, I grew up in a big family with strong family values. I learned that family came before everyone else, and in American Samoa I found that family includes everyone else. Being Independent doesn’t mean doing everything on your own, it means finding time to be alone, and knowing when you need to take care of yourself verse taking care of the community. Living on the not so outer island of Aunu’u there is no way to avoid the community, I’ve learned a new type of patience that I never thought I could attain. I also learned how to deal with personal problems becoming the talk of the village. I have successfully accepted Samoa for everything it is, I may not agree with the way everything works but I know it is not my place to try and change it.  ","Samoa can be frustrating, as a girl from a big city I was not prepared for how slow life goes here. However, once I accepted that everything was going to move on “Samoan time” I quickly adapted. I think the most challenging thing about my experience in American Samoa is the constant sexual harassment in a small community. I know I am safe and not in any eminent danger, but it is difficult for me to accept the rude and disrespectful comments. The older men in the village will make remarks in front of the young boys, the men my age will make comments to you and to one another, and the young boys see this behavior and think it is okay to make the same remarks. Feeling powerless to stop something that I feel so strongly about has been challenging.","basketball shorts, hair products, dresses, more spandex, leave in conditioner (for curly hair)",socks,"I wish I knew the reality of how quickly gossip spreads in a tiny community, I have never lived in a city with less than 700,000 people so moving to an island with 400 people was a shock to me. The kids hear, see, and know EVERYTHING, so something you may casually do in the states like walk out of the house with your tattoo showing, or make a friend of the opposite gender will become the talk of the town. ",My experience meets my initial expectations,I thought the country was going to be less developed than it is.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Neutral,Neutral,Agree,Agree,Agree,N/A,Neutral,Agree,Neutral,Neutral,N/A,Agree,Agree,Agree,,,,,,,,,"Learn the language it is so fun to talk to the locals, they will help you learn",Neutral,Agree,Agree,Neutral,Agree,Yes,Agree,Agree,Agree
5480213256,98665908,1/19/2018 12:41,1/26/2018 19:50,206.80.31.55,American Samoa,Yearlong,,August,2017,Program only,Agree,Agree,Agree,Agree,Agree,Agree,One of the biggest accomplishments that I have been able to achieve as a Worldteacher here in American Samoa is finding ways to bridge the cultural divide in meaningful ways for both my students and myself.,"My greatest frustration has been not knowing or picking up on the unspoken rules of Samoa particularly in regards to coworkers.  There really is no way of being able to truly prepare for this beforehand, it is something that I have had to learn as I go.","good coffee, better snorkeling gear, more underwear, more tangible teaching resources, and a backup for every electronic device because they all fell apart in the humidity",books with leather covers (they got moldy),"I wish I knew more about the matai system, how land ownership works here, and more about how Bluesky phone plans worked.",My experience exceeds my initial expectations,"My experience in American Samoa was above and beyond any expectation I could have possibly had.  I have been humbled and honored to work with the students at Tafuna High School.  It is impossible to count how many things they have taught me about Samoan culture, teaching in an ESL setting, and, most importantly, about myself.",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"There are a few things in the community you need to watch out for.  Dogs can be aggressive, particularly if you're walking at night and cross onto their territory.  Men in the village can also be creepy.",Yes,Yes,,Neutral,Disagree,Agree,Agree,"The hospital is not much to look at, and the facilities are definitely not sanitary.  But you can tell that the medical professionals are doing the best with what they have.  It is also incredibly cheap to be seen and incredibly cheap to get medication.",Neutral,Neutral,Agree,Agree,"I teach music, so I have vary large classes with the widest possible range of ages and abilities.  Some of my students absolutely love to work with me and are interested in the class.  Some of them are not interested at all and don't particularly care.",Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Agree,,Agree,Neutral,Disagree,Neutral,Agree,"My host family lives in an adjacent house.  We don't interact too much, but they are very nice and make sure our house is taken care of.",,"Pretty much everyone on the island knows English and they will speak in English to you.  However, everyone really appreciates it if you can exchange a few of Samoan pleasantries.",Agree,Agree,Agree,Agree,Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5480203875,98665908,1/19/2018 12:17,1/19/2018 12:46,206.80.31.55,American Samoa,Yearlong,,August,2017,Name and Program,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"My greatest professional accomplishment has been designing an English curriculum from scratch, and getting results!  My greatest personal accomplishment has been learning how to navigate an entirely new and unfamiliar culture and gaining perspective.",Lack of teaching resources and lack of mobility have been the two greatest sources of frustration.  I would like a means of transportation after the busses stop running.,"more western attire- jeans, workout gear","a mosquito net, solar charger",I wish I had known more about what the housing would be like.,My experience meets my initial expectations,My teaching experience exceeds my initial expectations while my personal life falls short. ,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Agree,Neutral,Neutral,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,N/A,Neutral,Agree,N/A,N/A,N/A,N/A,N/A,Agree,Resources to use in the classroom,,,,,,,,"Knowing Samoan is not necessary,though knowing some words and phrases is helpful.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Agree,Strongly Agree,Agree
5480181776,98665908,1/19/2018 11:19,1/19/2018 11:21,104.236.141.156,American Samoa,Yearlong,,September,2017,Program only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480161753,98665908,1/19/2018 10:29,1/19/2018 10:31,206.80.30.200,American Samoa,Yearlong,,August,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480058731,98665898,1/19/2018 6:18,1/19/2018 7:14,104.237.91.54,China,Yearlong,,August,2017,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,"I did well on the LSAT, got into a great law school, and I made some great connections to my fellow teachers in the program!","I could have learned Mandarin this year, instead choosing to drop the track.  I have picked up a Mandarin tutor in my school and am actively trying to pursue the language now, but the timing of the track with my LSAT study proved to be a little much to handle.  ",An iPhone 7 or better (4g does not connect to 6's and 5's),"The desktop was a risky venture.  If you are in Changsha, bringing this item is definitely a plus, but I think if you choose to be in a rural area, bringing any sort of high tech equipment that requires lots of luggage room would be a complete waste of your luggage space.","Air quality during the winter months is brutal.  Other than that, I have loved discovering China in my own way without too much pretext.",My experience meets my initial expectations,What a cool experience! I would never pass this opportunity.  ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Agree,Agree,Agree,Neutral,"Don't really know how to use the insurance.  Went to the hospital once with Jay but ended up paying the whole bill.  Wasn't very much, but still would be useful to know what to do in case something larger occurred.",Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,I am unsure!  I believe teaching is something that takes time to learn.  This is a perfect opportunity to get time in the classroom.,,,,,,,,Only need the basics to function.,Agree,Agree,Agree,Agree,Agree,Yes,Disagree,Disagree,Disagree
5480036526,98665898,1/19/2018 1:46,1/19/2018 5:20,104.237.91.19,China,Yearlong,,August,2017,Name and Program,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,My biggest accomplishments so far this year has been my growth public speaking and confidence. My confidence has grown as a teacher and as a traveller. The ability to navigate daily life in China has caused me to grow in so many different ways. My cultural competence and understanding of other has grown.   I have loved the ability to get to know my students and form great relationships with some of them. ,"My greatest frustration has been the difficulty in communication between myself and my liaison/host school. I often feel as I am a burden to them and not treated as a teacher but instead as something to look good on paper. I find it difficult to make true connections with the other teachers at the school. I would have liked a more comprehensive hand over letter, helping to shape my expectations of the experience. ","More warm clothes, more American gifts/prizes/trinkets for the children. It also would have been good to bring some American books for the kids. ",Camping equipment ,"That everyday would be uncomfortable, and will test you. In a way I knew this coming in to it, but experiencing it reality is very different.   I find it very difficult that as a foreigner you cant go unnoticed anywhere, you cannot go for a quiet walk or a quick trip to the grocery store without stares or pictures or laughs. That can get exhausting at times.   I also wish I had eaten more spicy food before I came!",My experience falls short of my initial expectations,"I had very high initial expectations of the school and our role in it, as well as my ability to see the rest of China. My experience falls short due to the above mentioned relationship with the school, as well as the limiting stipend and lack of communication from the school about time off. ",Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,,No,Yes,I think that the safety discussion during orientation could have been more extensive. I felt as if it was rushed and the FD brushed over topics that were uncomfortable to him. ,N/A,N/A,N/A,N/A,,Disagree,Disagree,Neutral,Agree,,Disagree,Agree,Disagree,N/A,N/A,N/A,Disagree,Neutral,N/A,N/A,N/A,N/A,N/A,Disagree,"A number of the above mentioned I have not heard of, so perhaps a more in depth discussion on what resources we have. ",,,,,,,,"There are no other foreigners in the town and very few english speakers, so it is fairly important. Although you can get by without it if you are resourceful. ",Agree,Agree,Neutral,Agree,Neutral,Yes,Neutral,Agree,Neutral
5479980469,98665908,1/19/2018 0:17,1/19/2018 12:53,206.80.28.198,American Samoa,Yearlong,,August,2017,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,Leading students through lessons and activities and confronting administrators with any problems.,Sometimes it's difficult to control all my students. I need to put my foot down more,More clothes,"Socks, rain boots, less personal products",That there are plenty of places to buy OTC medicine.,My experience exceeds my initial expectations,None ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,,Neutral,Neutral,Neutral,Neutral,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,N/A,N/A,N/A,Agree,,,,,,,,,Not necessary,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Agree,Agree,Strongly Agree
5479969204,98665898,1/18/2018 22:52,1/18/2018 22:52,58.20.192.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479968118,98665898,1/18/2018 22:42,1/18/2018 23:02,45.56.159.170,China,Yearlong,,August,2017,Program only,Agree,Agree,Agree,Agree,Agree,Agree,"I won NaNoWriMo (writing a 50,000-word novel in 30 days during the month of November), I was able to perform onstage with my students in a New Year's Day celebration, I traveled to Inner Mongolia, and I'm learning more about teaching spoken English.","I've been having communication issues with the faculty of my school, and part of it could be because I'm not putting myself out there to talk with the other teachers. I knew about the flexible schedule that schools go by but I still wasn't prepared for how frustrating it would be; knowing who to talk to would help with this. ",Allergy medications and more winter clothes,N/A,I can't think of anything that I wish I knew before I came here.,My experience exceeds my initial expectations,"My initial expectations were better than I thought it would be for my learning to teach English, but I wish I had more opportunities to interact with the Chinese culture and language (although, to be fair, a lot of those opportunities would likely come up if I put myself out there to experience them)",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I do not feel integrated because I do not feel I have made a lot of friends in Cili. ,Yes,Yes,,Agree,Agree,Agree,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,N/A,Agree,N/A,Agree,Agree,N/A,N/A,N/A,N/A,N/A,Agree,,,,,,,,,"Hardly anyone speaks English outside of my school's English department, so an intermediate to advanced proficiency level in the local language is ideal for my site.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
